PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.5406472405987127,-0.6160035698485395,-0.3836930576999927,-0.19823566447216173,-0.5747335294261835,-1.904676102794345,0.49707026996590414,-0.5022861926490368,-0.5643724429461066,-0.8160538656294624
-0.5406472405987127,0.07868214970494546,-0.30505715207685424,-0.38137514335443423,1.3491607314427918,-0.5060779842529601,-0.14658961376412555,-0.438203127243851,0.8261016353626072,-0.41099242170717637
0.9148503103522886,0.25040221521254874,0.538766604417593,-0.26945657292637887,0.29192638525771814,-0.1497472534143903,0.09478284263463559,-0.11595685549205959,1.345211957931193,0.30474721706812524
0.2737382938619672,-0.6355172136562217,-0.3685707681570814,0.38170601865503456,-0.39323407085363854,-0.5595275938787452,-0.025903385564744977,-0.10497118713688498,0.6777844003430116,0.08451963590649395
-0.4193557780194621,0.2269858426433298,-0.302032694168272,-0.09140430179083611,0.4325884656514406,-0.933674861259243,-0.10636087103099869,-0.17637803144552056,-0.6199914060784546,0.16317234346421938
-0.003499334890604766,-0.9750546159098914,-0.4562800475059667,0.04595030737086834,0.7819749234035892,0.6074555496175695,0.5976421267987213,0.9423291960564373,0.36261027592636924,-0.391329244817745
0.8108861995700739,-1.05310919114062,-0.5137447477690293,-0.14736358700486382,-0.5384336377116745,-0.5149862525239242,-0.22704709923037925,-0.41440084580763925,0.4553085478136168,-0.43065559859660774
0.10046477589160988,-1.0296928185714014,-0.1114918459275903,0.23926420174660049,-1.0783945269649953,-0.684243349672245,0.5574133840655944,-0.33017738841796646,-0.9166258761176483,0.2890166755565799
1.6079443822337178,-0.10864883084880322,-0.41091317887723294,-0.22875891095254047,0.22386408829301363,-1.1296567632204568,0.034439728534945306,-0.4729910770352377,-0.1379603922647682,-0.20649538205709025
0.1351194794856806,0.7031187515507747,-0.4472066737802199,1.210920881371991,-1.2417440396802857,-0.817867373736708,-0.00578901419818155,-0.43271029306626374,-0.3975155535490598,-0.3205418080157921
0.4643391636293593,-0.6238090273716125,-0.374619683974246,0.2952234869606281,-1.83615476650537,-1.6017949815815613,-0.06613212829787184,-0.2825728255455427,0.6221654372106635,-0.2654849127253843
0.82821355136711,-0.0032751542873194193,-0.4472066737802199,-0.289805403913298,-0.37962161146069756,-0.951491397801172,-0.046017756931308405,-0.38144384074211507,-0.6385310604559057,-0.7138053458044192
-0.9218489801334994,0.4026086369124693,-0.3867175156085749,-0.2236717032058107,0.164876764256937,0.010601575462965699,-0.06613212829787184,-0.36862722766107797,-0.6199914060784546,-0.1907648405455451
-0.4540104816135341,-0.6472253999408308,-0.32622835743692996,-0.2338461186992703,-0.7879953932489236,-1.7710520787298816,-0.3276189560631964,-0.5956643736680219,-0.30481728166181227,-0.4935777646427881
-0.5059925370046408,-1.1116501225636666,-0.35647293652275247,-0.3712007278609747,-1.6183554162183162,-0.35463742364656814,-0.36784769879632323,-0.4455269061473009,-0.026722466000069528,-0.23402382970229413
0.031155368703465962,-0.1281624746564854,0.09719574976458478,-0.2440205341927299,0.28738889879340457,-0.835683910278637,-0.20693272786381584,-0.2844037702714052,0.12159476901952607,0.18283552035365075
-0.12479079746985539,0.18405582626642925,-0.35949739443133477,-0.07105547080391693,-0.5520460971046152,-0.13193071687246222,0.1752403281008893,-0.45468162977661314,0.06597580588717805,-0.44245350473026657
0.6202853298026819,0.7811733267815034,-0.10846738801900813,-0.06596826305718716,0.7184501129031983,0.12640906298550067,0.41661278449965045,0.16417768756489542,0.8261016353626072,0.15530707270844674
-0.8698669247423915,-0.43647804681786356,0.1667582816619764,0.6869384834588221,0.6458503294741803,0.11750079471453663,0.6177564981652847,-0.2184897601403569,-0.5087534798137585,0.4109283722710544
0.06581007229753792,-0.20231432112567754,0.003437554598535043,-0.010008977843159452,-0.5384336377116745,-1.1741981045752778,0.47695589859934073,-0.37412006183866525,-0.7312293323431532,0.16317234346421938
